disorder_id	disorder_name	description
613350	"SOLUTE CARRIER FAMILY 52 (RIBOFLAVIN TRANSPORTER), MEMBER 3; SLC52A3"	RIBOFLAVIN TRANSPORTER 2; RFT2;; RFVT3;; CHROMOSOME 20 OPEN READING FRAME 54; C20ORF54
613351	RHO GTPase-ACTIVATING PROTEIN 18; ARHGAP18	
613352	ARGININE/SERINE-RICH COILED-COIL PROTEIN 1; RSRC1	"SR-RELATED PROTEIN, 53-KD; SRRP53"
613353	"MONONEUROPATHY OF THE MEDIAN NERVE, MILD; MNMN"	"CARPAL TUNNEL SYNDROME, SUSCEPTIBILITY TO"
613354	TAPERIN; TPRN	CHROMOSOME 9 OPEN READING FRAME 75; C9ORF75
613355	CHROMOSOME 17q23.1-q23.2 DELETION SYNDROME	
613356	TLR4 INTERACTOR WITH LEUCINE-RICH REPEATS; TRIL	KIAA0644
613357	FIBRINOGEN C DOMAIN-CONTAINING PROTEIN 1; FIBCD1	
613358	"ALDEHYDE DEHYDROGENASE 16 FAMILY, MEMBER A1; ALDH16A1"	
613359	LY6/PLAUR DOMAIN-CONTAINING PROTEIN 6; LYPD6	
613360	DAMAGE-REGULATED AUTOPHAGY MODULATOR 2; DRAM2	TRANSMEMBRANE PROTEIN 77; TMEM77
613361	"SOLUTE CARRIER FAMILY 18, MEMBER B1; SLC18B1"	CHROMOSOME 6 OPEN READING FRAME 192; C6ORF192
613362	CDK2-INTERACTING PROTEIN; CINP	
613363	WD REPEAT-CONTAINING PROTEIN 34; WDR34	
613364	"SPASTIC PARAPLEGIA 41, AUTOSOMAL DOMINANT; SPG41"	
613365	"SOLUTE CARRIER ORGANIC ANION TRANSPORTER FAMILY, MEMBER 6A1; SLCO6A1"	GONAD-SPECIFIC TRANSPORTER; GST
613366	"SOLUTE CARRIER FAMILY 10 (SODIUM/BILE ACID COTRANSPORTER FAMILY), MEMBER 6; SLC10A6"	SODIUM-DEPENDENT ORGANIC ANION TRANSPORTER; SOAT
613367	"LIN54, C. ELEGANS, HOMOLOG OF; LIN54"	
613368	CARNOSINE SYNTHASE 1; CARNS1	ATP-GRASP DOMAIN-CONTAINING PROTEIN 1; ATPGD1;; KIAA1394
613369	DEAD BOX POLYPEPTIDE 42; DDX42	RNA HELICASE-LIKE PROTEIN; RHELP
613370	"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 10; MODY10"	
613371	SPINOCEREBELLAR ATAXIA 30; SCA30	
613372	UFM1-SPECIFIC LIGASE 1; UFL1	NOVEL LZAP-BINDING PROTEIN; NLBP;; KIAA0776;; RCAD
613373	YEATS DOMAIN-CONTAINING PROTEIN 2; YEATS2	KIAA1197
613374	COILED-COIL DOMAIN-CONTAINING PROTEIN 101; CCDC101	STAF36
613375	"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 11; MODY11"	
613376	"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIC; HMN2C"	"HMN IIC;; NEUROPATHY, DISTAL HEREDITARY MOTOR, TYPE IIC; DHMN2C"
613377	SH3 DOMAIN-CONTAINING RING FINGER PROTEIN 2; SH3RF2	HEART PROTEIN PHOSPHATASE 1-BINDING PROTEIN; HEPP1
613378	AIG2-LIKE DOMAIN-CONTAINING PROTEIN 1; A2LD1	GAMMA-GLUTAMYLAMINE CYCLOTRANSFERASE; GGACT
613379	CARBOXYMETHYLENEBUTENOLIDASE-LIKE PROTEIN; CMBL	"CARBOXYMETHYLENEBUTENOLIDASE, PSEUDOMONAS, HOMOLOG OF"
613380	H6 FAMILY HOMEOBOX 3; HMX3	NKX5.1
613381	CYSTATHIONINE BETA-SYNTHASE; CBS	
613382	"BRACHYDACTYLY, TYPE E2; BDE2"	
613383	ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 54; ANKRD54	LYN-INTERACTING ANKYRIN REPEAT PROTEIN; LIAR
613384	CYCLIN L1; CCNL1	ACTIVITY- AND NEUROTRANSMITTER-INDUCED GENE 6A; ANIA6A
613385	"AUTOIMMUNE DISEASE, MULTISYSTEM, WITH FACIAL DYSMORPHISM; ADMFD"	
613386	PROTEASOME MATURATION PROTEIN; POMP	"UMP1, YEAST, HOMOLOG OF; UMP1;; PROTEASSEMBLIN"
613387	"FATTY LIVER DISEASE, NONALCOHOLIC, SUSCEPTIBILITY TO, 2; NAFLD2"	
613388	FANCONI RENOTUBULAR SYNDROME 2; FRTS2	
613389	"SOLUTE CARRIER ORGANIC ANION TRANSPORTER FAMILY, MEMBER 1C1; SLCO1C1"	"ORGANIC ANION TRANSPORTER F; OATPF;; ORGANIC ANION TRANSPORTER POLYPEPTIDE 14; OATP14;; SOLUTE CARRIER FAMILY 21 (ORGANIC ANION TRANSPORTER), MEMBER 14; SLC21A14"
613390	"FANCONI ANEMIA, COMPLEMENTATION GROUP O; FANCO"	
613391	"DEAFNESS, AUTOSOMAL RECESSIVE 84A; DFNB84A"	"DEAFNESS, AUTOSOMAL RECESSIVE 84; DFNB84;; DEAFNESS, AUTOSOMAL RECESSIVE 84A, WITH VESTIBULAR DYSFUNCTION"
613392	"DEAFNESS, AUTOSOMAL RECESSIVE 85; DFNB85"	
613393	BIRBECK GRANULE DEFICIENCY	"BIRBECK GRANULES, ABSENCE OF"
613394	MICRO RNA 138-1; MIR138-1	miRNA138-1;; MIRN138-1
613395	MICRO RNA 138-2; MIR138-2	miRNA138-2;; MIRN138-2
613396	DOWN SYNDROME CRITICAL REGION GENE 8; DSCR8	MALIGNANT MELANOMA-ASSOCIATED PROTEIN 1; MMA1
613397	ADVILLIN; AVIL	
613398	WARSAW BREAKAGE SYNDROME; WABS	
613399	"BREAST-OVARIAN CANCER, FAMILIAL, SUSCEPTIBILITY TO, 3; BROVCA3"	
613400	ACIREDUCTONE DIOXYGENASE 1; ADI1	SUBMERGENCE-INDUCED PROTEIN-LIKE; SIPL;; MT1-MMP CYTOPLASMIC TAIL-BINDING PROTEIN 1; MTCBP1
613401	"VPS33B-INTERACTING PROTEIN, APICAL-BASOLATERAL POLARITY REGULATOR, SPE39 HOMOLOG; VIPAS39"	"VPS33B-INTERACTING PROTEIN, APICAL-BASOLATERAL POLARITY REGULATOR; VIPAR;; SPE39, C. ELEGANS, HOMOLOG OF; SPE39;; CHROMOSOME 14 OPEN READING FRAME 133; C14ORF133"
613402	"MICROCEPHALY, SEIZURES, AND DEVELOPMENTAL DELAY; MCSZ"	"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 10; EIEE10"
613403	TRANSMEMBRANE PROTEIN 127; TMEM127	
613404	"ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS 2; ARCS2"	
613405	MICRO RNA 2861; MIR2861	miRNA 2861;; MIRN2861
613406	WITTEVEEN-KOLK SYNDROME; WITKOS	
613407	"LEPROSY, SUSCEPTIBILITY TO, 6; LPRS6"	
613408	COILED-COIL DOMAIN-CONTAINING PROTEIN 122; CCDC122	
613409	LACCASE (MULTICOPPER REDUCTASE) DOMAIN-CONTAINING PROTEIN 1; LACC1	CHROMOSOME 13 OPEN READING FRAME 31; C13ORF31
613410	"AUTISM, SUSCEPTIBILITY TO, 16; AUTS16"	AUTISM WITH OR WITHOUT SEIZURES
613411	OGUCHI DISEASE 2	"NIGHT BLINDNESS, CONGENITAL STATIONARY, OGUCHI TYPE 2; CSNBO2"
613412	"ESOPHAGITIS, EOSINOPHILIC, 2; EOE2"	
613413	TRANSMEMBRANE PROTEIN 106B; TMEM106B	
613414	INTERLEUKIN 17 RECEPTOR E-LIKE; IL17REL	
613415	"CREATINE KINASE, MITOCHONDRIAL 1A; CKMT1A"	"CREATINE KINASE, MITOCHONDRIAL 1, TELOMERIC COPY;; CKMT1, TELOMERIC COPY"
613416	SCINDERIN; SCIN	ADSEVERIN;; KIAA1905
613417	"FAMILY WITH SEQUENCE SIMILARITY 48, MEMBER A; FAM48A"	p38-INTERACTING PROTEIN; P38IP;; CHROMOSOME 13 OPEN READING FRAME 19; C13ORF19
613418	BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 15; BMND15	"OSTEOPOROSIS, SUSCEPTIBILITY TO;; METAPHYSEAL FRACTURE, SUSCEPTIBILITY TO;; COMPRESSION FRACTURE, SUSCEPTIBILITY TO"
613419	ZINC FINGER- AND SCAN DOMAIN-CONTAINING PROTEIN 4; ZSCAN4	ZINC FINGER PROTEIN 494; ZNF494
613420	POTASSIUM CHANNEL TETRAMERIZATION DOMAIN-CONTAINING PROTEIN 1; KCTD1	
613421	POTASSIUM CHANNEL TETRAMERIZATION DOMAIN-CONTAINING PROTEIN 10; KCTD10	
613422	POTASSIUM CHANNEL TETRAMERIZATION DOMAIN-CONTAINING PROTEIN 2; KCTD2	KIAA0176
613423	POTASSIUM CHANNEL TETRAMERIZATION DOMAIN-CONTAINING PROTEIN 16; KCTD16	KIAA1317
613424	"CARDIOMYOPATHY, DILATED, 1R; CMD1R"	
613425	CHROMOSOME 2 OPEN READING FRAME 71; C2ORF71	
613426	"CARDIOMYOPATHY, DILATED, 1S; CMD1S"	
613427	"ANAPHASE-PROMOTING COMPLEX, SUBUNIT 16; ANAPC16"	METABOLIC SYNDROME-ASSOCIATED GENE; MSAG;; CHROMOSOME 10 OPEN READING FRAME 104; C10ORF104
613428	RETINITIS PIGMENTOSA 54; RP54	
613429	"HAUS AUGMIN-LIKE COMPLEX, SUBUNIT 2; HAUS2"	"CENTROSOMAL PROTEIN, 27-KD: CEP27"
613430	"HAUS AUGMIN-LIKE COMPLEX, SUBUNIT 3; HAUS3"	"DIM GAMMA-TUBULIN 3, DROSOPHILA, HOMOLOG OF; DGT3;; CHROMOSOME 4 OPEN READING FRAME 15; C4ORF15"
613431	"HAUS AUGMIN-LIKE COMPLEX, SUBUNIT 4; HAUS4"	CHROMOSOME 14 OPEN READING FRAME 94; C14ORF94
613432	"HAUS AUGMIN-LIKE COMPLEX, SUBUNIT 5; HAUS5"	"DIM GAMMA-TUBULIN 5, DROSOPHILA, HOMOLOG OF; DGT5;; KIAA0841"
613433	"HAUS AUGMIN-LIKE COMPLEX, SUBUNIT 6; HAUS6"	"DIM GAMMA-TUBULIN 6, DROSOPHILA, HOMOLOG OF; DGT6;; FAMILY WITH SEQUENCE SIMILARITY 29, MEMBER A; FAM29A"
613434	"HAUS AUGMIN-LIKE COMPLEX, SUBUNIT 8; HAUS8"	"DIM GAMMA-TUBULIN 4, DROSOPHILA, HOMOLOG OF; DGT4;; HEC1-INTERACTING AND CENTROSOME-ASSOCIATED PROTEIN 1; HICE1"
613435	AMYOTROPHIC LATERAL SCLEROSIS 12; ALS12	
613436	"AUTISM, SUSCEPTIBILITY TO, 17; AUTS17"	
613437	FCH DOMAIN ONLY PROTEIN 1; FCHO1	
613438	FCH DOMAIN ONLY PROTEIN 2; FCHO2	
613439	CONSORTIN; CNST	
613440	STATURE QUANTITATIVE TRAIT LOCUS 21; STQTL21	
613441	TRANSCOBALAMIN II; TCN2	TC II;; VITAMIN B12-BINDING PROTEIN 2
613442	"PENTRAXIN 4, LONG; PTX4"	
613443	"MENTAL RETARDATION, AUTOSOMAL DOMINANT 20; MRD20"	"MENTAL RETARDATION, STEREOTYPIC MOVEMENTS, EPILEPSY, AND/OR CEREBRAL MALFORMATIONS"
613444	"CHROMOSOME 16p11.2 DELETION SYNDROME, 220-KB"	
613445	MOVED TO 600642	
613446	"CENTROSOMAL PROTEIN, 120-KD; CEP120"	COILED-COIL DOMAIN-CONTAINING PROTEIN 100; CCDC100
613447	SPINDLE- AND CENTRIOLE-ASSOCIATED PROTEIN 1; SPICE1	"SPINDLE AND CENTRIOLE PROTEIN; SPICE;; COILED-COIL DOMAIN-CONTAINING PROTEIN 52, FORMERLY; CCDC52, FORMERLY"
613448	CHROMOSOME 13 OPEN READING FRAME 37; C13ORF37	MITOTIC SPINDLE-ORGANIZING PROTEIN ASSOCIATED WITH A RING OF GAMMA-TUBULIN 1; MOZART1
613449	"FAMILY WITH SEQUENCE SIMILARITY 128, MEMBER A; FAM128A"	MITOTIC SPINDLE-ORGANIZING PROTEIN ASSOCIATED WITH A RING OF GAMMA-TUBULIN 2A; MOZART2A
613450	"FAMILY WITH SEQUENCE SIMILARITY 128, MEMBER B; FAM128B"	MITOTIC SPINDLE-ORGANIZING PROTEIN ASSOCIATED WITH A RING OF GAMMA-TUBULIN 2B; MOZART2B
613451	FRONTONASAL DYSPLASIA 2; FND2	
613452	"CATION CHANNEL, SPERM-ASSOCIATED, AUXILIARY SUBUNIT GAMMA; CATSPERG"	
613453	"DEAFNESS, AUTOSOMAL RECESSIVE 91; DFNB91"	
613454	"RETT SYNDROME, CONGENITAL VARIANT"	
613455	"MELANOMA INHIBITORY ACTIVITY FAMILY, MEMBER 3; MIA3"	TRANSPORT AND GOLGI ORGANIZATION GENE 1; TANGO1;; TANGO;; KIAA0268
613456	FRONTONASAL DYSPLASIA 3; FND3	
613457	CHROMOSOME 14q11-q22 DELETION SYNDROME	
613458	CHROMOSOME 16p13.3 DUPLICATION SYNDROME	
613459	BIRTH WEIGHT QUANTITATIVE TRAIT LOCUS 2; BWQTL2	
613460	FASTING PLASMA GLUCOSE LEVEL QUANTITATIVE TRAIT LOCUS 6; FGQTL6	
613461	LEPTIN RECEPTOR OVERLAPPING TRANSCRIPT; LEPROT	LEPTIN RECEPTOR GENE-RELATED PROTEIN; OBRGRP
613462	FASTING PLASMA GLUCOSE LEVEL QUANTITATIVE TRAIT LOCUS 4; FGQTL4	
613463	FASTING PLASMA GLUCOSE LEVEL QUANTITATIVE TRAIT LOCUS 5; FGQTL5	
613464	RETINITIS PIGMENTOSA 51; RP51	
613465	"NONMETASTATIC CELLS 7, PROTEIN EXPRESSED IN; NME7"	NM23H7;; NUCLEOSIDE DIPHOSPHATE KINASE 7
613466	PREFOLDIN 2; PFDN2	
613467	ZINC FINGER CCHC DOMAIN-CONTAINING PROTEIN 6; ZCCHC6	TERMINAL URIDYLTRANSFERASE 7; TUT7;; KIAA1711
613468	N-ACYLSPHINGOSINE AMIDOHYDROLASE 1; ASAH1	ASAH;; N-ACYLSPHINGOSINE DEACYLASE;; ACID CERAMIDASE; AC;; ACID CDase;; ACDase
613469	HEPARANASE 2; HPSE2	HPA2
613470	"HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO GLUCOSE PHOSPHATE ISOMERASE DEFICIENCY"	
613471	REYNOLDS SYNDROME	"PRIMARY BILIARY CIRRHOSIS, SCLERODERMA, RAYNAUD DISEASE, AND TELANGIECTASIA"
613472	UNC51-LIKE KINASE 3; ULK3	
613473	WD REPEAT-CONTAINING PROTEIN 7; WDR7	"TGF-BETA RESISTANCE-ASSOCIATED GENE; TRAG;; RABCONNECTIN 3, BETA;; KIAA0541"
613474	ZINC FINGER AN1 DOMAIN-CONTAINING PROTEIN 2B; ZFAND2B	AN1-TYPE ZINC FINGER DOMAIN-CONTAINING PROTEIN 2B;; ARSENITE-INDUCIBLE RNA-ASSOCIATED PROTEIN-LIKE PROTEIN; AIRAPL;; AIRAP-LIKE PROTEIN
613475	"RIBOSOMAL RNA-PROCESSING FACTOR, 36-KD, S. CEREVISIAE, HOMOLOG OF; RRP36"	CHROMOSOME 6 OPEN READING FRAME 153; C6ORF153
613476	MAJOR FACILITATOR SUPERFAMILY DOMAIN-CONTAINING PROTEIN 6; MFSD6	MACROPHAGE MHC RECEPTOR 2; MMR2
613477	"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 5; EIEE5"	
613478	COILED-COIL DOMAIN-CONTAINING PROTEIN 106; CCDC106	
613479	"5-AZACYTIDINE-INDUCED GENE 1, MOUSE, HOMOLOG OF; AZI1"	"AZ1, MOUSE, HOMOLOG OF; AZ1;; KIAA1118"
613480	"LYMPHEDEMA, HEREDITARY, IC; LMPH1C"	
613481	COILED-COIL DOMAIN-CONTAINING PROTEIN 62: CCDC62	"ESTROGEN RECEPTOR-ASSOCIATED PROTEIN, 75-KD; ERAP75"
613482	CYCLIN L2; CCNL2	
613483	"BASIC HELIX-LOOP-HELIX FAMILY, MEMBER E22; BHLHE22"	"BASIC HELIX-LOOP-HELIX DOMAIN-CONTAINING PROTEIN, CLASS B, 5; BHLHB5;; BETA3"
613484	"SPEN, DROSOPHILA, HOMOLOG OF; SPEN"	MSX2-INTERACTING NUCLEAR TARGET; MINT;; SMART/HDAC1-ASSOCIATED REPRESSOR PROTEIN; SHARP;; KIAA0929
613485	LONG QT SYNDROME 13; LQT13	
613486	MICRO RNA 33B; MIR33B	miRNA33B;; MIRN33B
613487	MICRO RNA 212; MIR212	miRNA212;; MIRN212;; MIR212-3p
613488	MYXOID LIPOSARCOMA	
613489	"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIj; CDG2J"	CDG IIj; CDGIIj
613490	ALPHA-1-ANTITRYPSIN DEFICIENCY; A1ATD	
613491	ALKALINE CERAMIDASE 1; ACER1	ALKALINE CDase 1;; ALKCDase1
613492	ALKALINE CERAMIDASE 2; ACER2	ALKALINE CDase 2;; ALKCDase2
613493	"IMMUNODEFICIENCY, COMMON VARIABLE, 3; CVID3"	ANTIBODY DEFICIENCY DUE TO CD19 DEFECT
613494	"IMMUNODEFICIENCY, COMMON VARIABLE, 4; CVID4"	ANTIBODY DEFICIENCY DUE TO BAFFR DEFECT
613495	"IMMUNODEFICIENCY, COMMON VARIABLE, 5; CVID5"	ANTIBODY DEFICIENCY DUE TO CD20 DEFECT
613496	"IMMUNODEFICIENCY, COMMON VARIABLE, 6; CVID6"	ANTIBODY DEFICIENCY DUE TO CD81 DEFECT
613497	"LIPASE A, LYSOSOMAL ACID; LIPA"	LYSOSOMAL ACID LIPASE; LAL;; CHOLESTEROL ESTER HYDROLASE
613498	SEX HORMONE-BINDING GLOBULIN CIRCULATING LEVEL QUANTITATIVE TRAIT LOCUS; SXGQTL1	"TESTOSTERONE CIRCULATING LEVEL QUANTITATIVE TRAIT LOCUS, DUE TO SEX HORMONE-BINDING GLOBULIN"
613499	"HISTONE GENE CLUSTER 1, H2A HISTONE FAMILY, MEMBER A; HIST1H2AA"	"HISTONE GENE CLUSTER 1, H2AA;; HIST1 CLUSTER, H2AA;; H2A HISTONE FAMILY, MEMBER R; H2AFR;; H2A/R"
613500	"AGAMMAGLOBULINEMIA 2, AUTOSOMAL RECESSIVE; AGM2"	"AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO IGLL1 DEFECT"
613501	"AGAMMAGLOBULINEMIA 3, AUTOSOMAL RECESSIVE; AGM3"	"AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO CD79A DEFECT"
613502	"AGAMMAGLOBULINEMIA 4, AUTOSOMAL RECESSIVE; AGM4"	"AGAMMAGLOBULINEMIA, AUTOSOMAL RECESSIVE, DUE TO BLNK DEFECT"
613503	"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DQ ALPHA-2; HLA-DQA2"	"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS II, DX ALPHA; HLA-DXA;; DX-ALPHA"
613504	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 21; ZFYVE21	ZINC FINGER PROTEIN 21; ZF21
613505	LEUCINE-RICH REPEAT-CONTAINING PROTEIN 26; LRRC26	CYTOKERATIN-ASSOCIATED PROTEIN IN CANCER; CAPC
613506	"AGAMMAGLOBULINEMIA 5, AUTOSOMAL DOMINANT; AGM5"	"AGAMMAGLOBULINEMIA, AUTOSOMAL DOMINANT, DUE TO LRRC8A DEFECT"
613507	GLYCOGEN STORAGE DISEASE XV; GSD15	GSD XV;; GLYCOGENIN DEFICIENCY;; GYG1 DEFICIENCY
613508	SODIUM SERUM LEVEL QUANTITATIVE TRAIT LOCUS 1; SSQTL1	
613509	CHROMOSOME 4q21 DELETION SYNDROME	
613510	"LATE ENDOSOMAL/LYSOSOMAL ADAPTOR, MITOGEN-ACTIVATED PROTEIN KINASE AND MAMMALIAN TARGET OF RAPAMYCIN ACTIVATOR 1; LAMTOR1"	"LATE ENDOSOMAL/LYSOSOMAL ADAPTOR, MAPK AND MTOR ACTIVATOR 1;; p27(Kip1)-RELEASING FACTOR FROM RHOA; p27RF-Rho;; PROTEIN ASSOCIATED WITH DETERGENT-RESISTANT MEMBRANES AND ENDOSOMES; PDRO;; CHROMOSOME 11 OPEN READING FRAME 59; C11ORF59"
613511	"SERINE PROTEASE INHIBITOR, KAZAL-TYPE, 9; SPINK9"	LYMPHOEPITHELIAL KAZAL-TYPE-RELATED INHIBITOR 2; LEKTI2
613512	ZINC FINGER BED DOMAIN-CONTAINING PROTEIN 6; ZBED6	BED-TYPE ZINC FINGER DOMAIN-CONTAINING PROTEIN 6
613513	ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 11A; ZC3H11A	KIAA0663
613514	ZONA PELLUCIDA GLYCOPROTEIN 4; ZP4	ZONA PELLUCIDA B PROTEIN; ZPB
613515	"AUTOPHAGY 14, S. CEREVISIAE, HOMOLOG OF; ATG14"	YEAST ATG14-LIKE; ATG14L;; KIAA0831;; BECN1-INTERACTING PROTEIN;; BECN1-ASSOCIATED AUTOPHAGY-RELATED KEY REGULATOR; BARKOR
613516	RUN DOMAIN- AND CYSTEINE-RICH DOMAIN-CONTAINING BECLIN-1-INTERACTING PROTEIN; RUBCN	KIAA0226 GENE; KIAA0226;; RUBICON;; RUNDATAXIN; RDTX
613517	"MICROPHTHALMIA, ISOLATED 6; MCOP6"	"MICROPHTHALMIA, POSTERIOR NONSYNDROMIC"
613518	"DERMATITIS, ATOPIC, 8; ATOD8"	"DERMATITIS, ATOPIC, SEVERITY OF"
613519	"DERMATITIS, ATOPIC, 9; ATOD9"	
613520	"FYVE, RhoGEF, AND PH DOMAIN-CONTAINING PROTEIN 6; FGD6"	ZINC FINGER FYVE DOMAIN-CONTAINING PROTEIN 24; ZFYVE24
613521	UROPORPHYRINOGEN DECARBOXYLASE; UROD	
613522	"OPSIN 1, SHORT-WAVE-SENSITIVE; OPN1SW"	BLUE CONE PIGMENT; BCP
613523	CHROMOSOME 8p11 MYELOPROLIFERATIVE SYNDROME	STEM CELL LEUKEMIA/LYMPHOMA; SCLL
613524	SEROLOGICALLY DEFINED COLON CANCER ANTIGEN 8; SDCCAG8	CENTROSOMAL COLON CANCER AUTOANTIGEN PROTEIN; CCCAP;; NY-CO-8;; SLSN7 GENE;; NPHP10 GENE;; BBS16 GENE
613525	SEEK1 GENE	SEEK1;; PSORIASIS SUSCEPTIBILITY 1 CANDIDATE GENE 1; PSORS1C1;; PSORS1 CANDIDATE GENE 1;; CHROMOSOME 6 OPEN READING FRAME 16; C6ORF16
613526	SPR1 GENE	SPR1;; PSORIASIS SUSCEPTIBILITY 1 CANDIDATE GENE 2; PSORS1C2;; PSORS1 CANDIDATE GENE 2;; CHROMOSOME 6 OPEN READING FRAME 17; C6ORF17
613527	"DNAJ/HSP40 HOMOLOG, SUBFAMILY C, MEMBER 27; DNAJC27"	RAB AND DNAJ DOMAIN-CONTAINING PROTEIN; RBJ
613528	SYNAPTOTAGMIN 9; SYT9	
613529	"CENTROSOMAL PROTEIN, 152-KD; CEP152"	KIAA0912
613530	"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1H; LGMD1H"	
613531	PHOSPHATASE AND TENSIN HOMOLOG PSEUDOGENE; PTENP1	
613532	RAS-ASSOCIATED PROTEIN RAB8B; RAB8B	
613533	CHROMOSOME 17q21.31 DUPLICATION SYNDROME	
613534	FANCD2/FANCI-ASSOCIATED NUCLEASE 1; FAN1	MYOTUBULARIN-RELATED PROTEIN 15; MTMR15;; KIAA1018
613535	KIAA0319-LIKE; KIAA0319L	KIAA1837;; ADENO-ASSOCIATED VIRUS RECEPTOR; AAVR
613536	"LEUCINE-, GLUTAMATE-, AND LYSINE-RICH PROTEIN 1; LEKR1"	
613537	"NLR FAMILY, CASPASE RECRUITMENT DOMAIN-CONTAINING 5; NLRC5"	"NLR FAMILY, CARD-CONTAINING 5"
613538	"FEM1, C. ELEGANS, HOMOLOG OF, A; FEM1A"	
613539	"FEM1, C. ELEGANS, HOMOLOG OF, B; FEM1B"	"FEM1-LIKE PROTEIN IN APOPTOTIC PATHWAY, ALPHA;; F1A-ALPHA;; KIAA0396"
613540	"SERINE PALMITOYLTRANSFERASE, SMALL SUBUNIT, A; SPTSSA"	SMALL SUBUNIT OF SERINE PALMITOYLTRANSFERASE A; SSSPTA;; CHROMOSOME 14 OPEN READING FRAME 147; C14ORF147
613541	CHROMOSOME 12 OPEN READING FRAME 65; C12ORF65	
613542	MITOCHONDRIAL TRANSLATIONAL RELEASE FACTOR 1-LIKE; MTRF1L	MTRF1A;; HUMAN MITOCHONDRIAL RELEASE FACTOR 1-LIKE; HMRF1L
613543	"SOLUTE CARRIER ORGANIC ANION TRANSPORTER FAMILY, MEMBER 5A1; SLCO5A1"	"ORGANIC ANION TRANSPORTER POLYPEPTIDE-RELATED PROTEIN 4; OATPRP4;; SOLUTE CARRIER FAMILY 21, MEMBER 15; SLC21A15;; ORGANIC ANION TRANSPORTER POLYPEPTIDE J; OATPJ;; OATP5A1"
613544	CHROMOSOME 6q11-q14 DELETION SYNDROME	
613545	"MACROSTOMIA, ISOLATED"	"LATERAL CLEFT, ISOLATED;; COMMISSURAL CLEFT, ISOLATED;; TRANSVERSE CLEFT, ISOLATED"
613546	AROMATASE DEFICIENCY	"PSEUDOHERMAPHRODITISM, FEMALE, DUE TO PLACENTAL AROMATASE DEFICIENCY"
613547	STATURE QUANTITATIVE TRAIT LOCUS 22; STQTL22	
613548	STATURE QUANTITATIVE TRAIT LOCUS 23; STQTL23	
613549	STATURE QUANTITATIVE TRAIT LOCUS 24; STQTL24	
613550	NEPHRONOPHTHISIS 11; NPHP11	
613551	"AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 6; AIS6"	
613552	GAMMA-SECRETASE-ACTIVATING PROTEIN; GSAP	"PIGEON, DROSOPHILA, HOMOLOG OF; PION"
613553	X-PROLYL AMINOPEPTIDASE 3; XPNPEP3	AMINOPEPTIDASE P3; APP3
613554	"VON WILLEBRAND DISEASE, TYPE 2; VWD2"	"VON WILLEBRAND DISEASE, TYPE II;; VWD, TYPE 2"
613555	"TET ONCOGENE FAMILY, MEMBER 3; TET3"	KIAA0401
613556	MICRO RNA 659; MIR659	miRNA659;; MIRN659
613557	MOVED TO 604213	
613558	"DEAFNESS, AUTOSOMAL DOMINANT 51; DFNA51"	CHROMOSOME 9q21.11 DUPLICATION SYNDROME
613559	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 7; COXPD7	
613560	N-TERMINAL X-PRO-LYS N-METHYLTRANSFERASE 1; NTMT1	"METHYLTRANSFERASE-LIKE 11A; METTL11A;; N-TERMINAL RCC1 METHYLTRANSFERASE; NRMT;; RCC1 METHYLTRANSFERASE, N-TERMINAL;; C9ORF32"
613561	"MYOPATHY, LACTIC ACIDOSIS, AND SIDEROBLASTIC ANEMIA 2; MLASA2"	
613562	Fc RECEPTOR-LIKE PROTEIN 6; FCRL6	FCRH6
613563	NOONAN SYNDROME-LIKE DISORDER WITH OR WITHOUT JUVENILE MYELOMONOCYTIC LEUKEMIA; NSLL	CBL SYNDROME;; CBL MUTATION-ASSOCIATED SYNDROME
613564	CHROMOSOME 2p12-p11.2 DELETION SYNDROME	
613565	UBIQUITINATION FACTOR E4B; UBE4B	"UFD2, S. CEREVISIAE, HOMOLOG OF, A; UFD2A;; KIAA0684"
613566	FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 6; HBFQTL6	"HEREDITARY PERSISTENCE OF FETAL HEMOGLOBIN, KLF1-RELATED"
